Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr300_cleaned,NEN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NEQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NET_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NFA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NHE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NIN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NIZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NNB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NNC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NNI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NO3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NPO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NTD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,NYL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ODS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OMO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OPP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OSP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OX3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OX5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OX6_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OX7_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OXC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OXD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P2Z_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PAB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PAC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PB2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PBA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PBC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PBN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PBR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PCB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PCQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PCR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PCS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PDC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PDO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PEA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PEL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PFB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PFL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PH3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHJ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PHT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PIH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PIM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PIT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PIU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PLU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PMA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PMB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PMS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PN6_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PO4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PP1_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PP2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PPK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PPT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PPV_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PPY_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PRA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PRL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PS5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PSY_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PTD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PTU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PUT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PYE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PYU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PZE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QA9_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R1F_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RCO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RCX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RE2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RF1_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RF2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RIS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RJ6_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RMN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RNO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ROK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RSO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,S3V_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SAN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SBE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SBN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SBO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SBZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SE4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SFY_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SIF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SIN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SMN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SNO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SO2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SO4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SS2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,STC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,STF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,STL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SVA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SXX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SYR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T13_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T2D_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T2M_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TAR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TAS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TBF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TBP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TBU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TCA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TCO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TCV_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TCZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TF4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TF9_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TFL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TFM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TFQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TIK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TLA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TMA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TMM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TNE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TNF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TNL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TP0_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TPA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TPB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TPR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TQ5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TRI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TRS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TSU_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TTN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,U32_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,U55_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UA5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UAS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UN3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UQA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,URE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,URS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,V35_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,V36_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,V4O_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VES_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VII_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VSO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VVM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W1P_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,WSK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,WWZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,WYB_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XB2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XEW_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XP1_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XQZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XZ5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YAN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YPQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YRL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YTT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YTZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ZHZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ZOL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ZYS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ZYX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,007_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,010_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,08D_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,0A9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,13X_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,144_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,150_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,152_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,171_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,173_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,174_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,178_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1AL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1BN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1CM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1CY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1JZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1K5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1OH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1PC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1WE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,201_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,205_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,210_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,21B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,221_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,22F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,231_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,23F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,251_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,256_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,268_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,269_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,26C_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,270_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,283_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,299_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2C7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2H3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2HA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2HP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2OH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,328_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,36M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3FG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3G3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3HG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3IM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3MI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3PO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3RL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3SY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,416_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,41A_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,44B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4AZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4BB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4BR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4BZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4CB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4CH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4FA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4FC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4FP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4J8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4KS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4MB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4ND_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4NL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4NP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4PG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4PI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4PN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4SM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4SO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,505_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,521_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,566_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,572_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5AN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5B3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,641_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6BD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6LH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6LR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6WT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,787_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,791_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7BD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7N8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7TI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,80G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,911_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,92G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,949_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9CA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9Y6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AIA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AIK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AT0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1CR0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1EEY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1IPI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1JBL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1LWH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A26_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A3M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A41_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A56_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AAN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ABN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AC0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AC5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ACH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ADB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AEF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AES_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AHC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AL2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ALC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ALF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ALQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ALR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AM4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AMC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AN1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ANL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ANN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,APF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,APG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,APL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ARL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ASR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AST_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AX3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B1T_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B1V_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B2F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B40_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BAS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BBS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BBT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BC1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BCE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BDB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BEK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BET_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BEZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BFD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BFL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BHO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BHQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BIF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BIH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BIP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BMU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BNF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BNS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BO3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BOS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BP4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BP6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BPZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BRB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BRV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BS4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BSB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BSU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BTL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BTP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BU1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BUM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BZM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BZQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C1R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C5U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CBQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CCB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CCE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CDX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CEQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CHT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CHZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CIU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CK4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CLT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CLU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CLX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CNH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CO2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CO3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CP5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CPZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CRZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CUL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CVB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CXF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CXL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CXP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CYH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,D1D_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,D4G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,D4P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,D8W_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DBA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DBE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DBF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DBY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DCD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DCO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DDP_ideal,11,11
