Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr300_cleaned,OHM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OHN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,OKA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P1L_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P30_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P40_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P48_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P5B_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P5S_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,P89_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PAD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PCM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PD7_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PE5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PE7_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PGM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PIE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PKF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PL3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PLM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PM4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PM5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PNF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PNT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PPX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PQN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PRT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PSI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PTG_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PUA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,PVC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,Q8U_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QCM_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QDH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QFC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QO4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,QWP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R03_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R0Z_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R19_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R1H_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R1L_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R64_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R71_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R78_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,R79_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RA4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RA8_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RAP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RCL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RD8_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RFL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RGA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RGC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RIT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ROC_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RRX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RX5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RXD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RYO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,RYW_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,S1H_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,S4R_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SAE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SCA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SCO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SDZ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SEI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SFA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SNA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SND_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SPF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SPR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SPX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SQL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SQS_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SS4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,STE_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,STI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SUD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SXH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,SXO_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T3X_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T4T_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T57_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T5A_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,T87_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TAP_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TCH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TD2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TEL_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TF3_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TGF_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,THT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TR1_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TS4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TS5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TUD_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TUI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TUX_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TYK_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TZ4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,TZ5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,U04_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UAG_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UDH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UK4_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UKA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ULA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UMA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UMG_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UMQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UP5_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,UR2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,V6G_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VCA_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VIV_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VS2_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VTQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,VXI_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W35_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W42_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W43_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W56_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W59_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W71_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,W8R_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,WVN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,X2N_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,X4U_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XAT_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XB7_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XC9_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XIN_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XMJ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XNH_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,XR1_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,Y9J_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YG7_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YHR_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,YKQ_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,Z6V_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,Z90_ideal,11,11
Orai1WT-MDSnap-Fr300_cleaned,ZIY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,05J_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,07J_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,0LI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,11U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,128_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,140_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,146_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,169_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,17F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1JY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1L3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1N1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1VU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,1XJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,21V_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,243_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,276_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,27U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2CA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2CP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2I4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2MC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2RD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2S8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2TA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,2YB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,30B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,32U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,347_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,34W_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,38P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3B9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3CB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3H4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3HC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3IN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3N6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,3ZC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,442_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,46U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4CA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4CC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4CO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4EA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4HD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4IF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,4UH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,50U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,54J_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,570_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,587_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,59U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5CB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5D5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5FA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5MV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5PI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5X6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,5YM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,626_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,63J_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,63K_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,65C_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,66T_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6E2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6EJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6FA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6GY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6K9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6SA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,6ZV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,710_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,711_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,740_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,742_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,74T_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7I4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7IX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7RU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7T1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7TB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7X1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,7Y5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,80I_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8DZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8I2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8JC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8PP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8QW_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8RC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8VP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8X7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,8XJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,919_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,964_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,96Q_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9AJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9B0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9HO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9IN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9N6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9SC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,9TP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AAC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AF4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1APA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1AZ7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1BLM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1BPC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1C3G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1CEA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1D8M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1D8Y_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1E_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1H3T_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1JMR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1JS8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1JSO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1JTY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1L66_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A1LXP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A2E_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A3D_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A4I_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A4P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A6L_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A86_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,A8B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AA2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AAF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AAO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ABC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ACG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ACQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ADV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AGA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AH4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AHZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AIK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AK1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AK2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AK3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AKA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AOE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AP5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AP8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,APX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ARC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ARE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ARR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,AUR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B18_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B1M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B32_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B3N_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B8L_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,B96_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BA3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BBZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BFF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BH7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BL5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BLI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BN2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BN3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BN4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BN5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BO9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BR4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BTX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BUI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BV1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,BV2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C11_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C1D_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C1N_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C3S_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C41_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C87_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C8E_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,C90_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CA3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CA5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CAO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CBN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CBO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CC0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CCQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CDA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CDB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CDD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CDU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CG2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CLL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CM1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CM2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CM5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CNA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CND_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CNS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CO8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,COT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CP0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CP4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CPJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CPQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,CYU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,D9G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DAK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DB8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DCA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DCC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DDF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DEQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DGB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DGG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DHG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DI4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DID_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DKK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DKT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DN0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DND_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DOL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DR6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DR7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DR9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DRA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ELA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ELD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EM1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EMH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ENA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ENB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ENP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EP6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EPA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EPH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F23_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F42_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F6M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F6O_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F9R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FAB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FAD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FAE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FCX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FE1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FEP_ideal,11,11
