protein,ligand,cluster_id,cluster_method,n_poses,center_x,center_y,center_z,radius_A,AutoDock_Vina,DiffDock,EquiBind,n_methods,methods_present,pocket_type,n_methods_in_pocket
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,0,kmedoids,2,-9.3817725,16.644331249999993,-2.6496337499999996,0.99,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,1,kmedoids,3,18.755903571428576,2.486153571428572,-31.301867857142856,7.91,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,0,kmedoids,14,-0.2612762755102044,-14.586384948979589,-31.617526530612245,15.26,0,14,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,1,kmedoids,5,16.16816,-19.5517,15.040780000000002,1.6,5,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,2,kmedoids,12,10.540311607142858,4.9653767857142865,-30.667793452380952,19.99,0,12,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,3,kmedoids,4,8.940333333333331,23.97058333333333,15.113883333333336,1.24,4,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,4,kmedoids,6,-25.13061111111111,-4.174411111111111,15.119438888888888,1.33,6,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,5,kmedoids,9,0.10365092592592567,-0.37446957671957676,23.28314074074074,6.83,1,8,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,gsk7975a-prot-OPT,6,kmedoids,14,0.2854357142857143,0.03827619047619043,-10.830890476190474,5.61,14,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,7,kmedoids,7,-13.102629591836733,3.244730102040817,-32.02213673469387,13.17,0,7,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0_cleaned,2abp-nh2-OPT,0,kmedoids,1,-8.663757575757575,20.649130303030304,-3.766015151515152,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh2-OPT,1,kmedoids,4,-8.113593181818183,22.113056818181818,-3.0191151515151513,0.66,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh3p-OPT,0,kmedoids,1,-7.8794852941176465,22.69801470588235,-4.839482352941177,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh3p-OPT,1,kmedoids,2,-10.866263235294117,17.631720588235297,-3.69407205882353,0.52,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,Synta-66-OPT-Singlet,0,kmedoids,3,-8.298788372093023,20.361776744186045,-1.3817015503875976,0.03,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,Synta-66-OPT-Singlet,1,kmedoids,1,-8.005183720930233,20.379813953488366,-1.2341813953488372,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,gsk7975a-deprot-OPT,0,kmedoids,2,-7.9095087500000005,19.605506250000005,-0.18292999999999998,1.5,0,0,2,1,EquiBind,Unique (EquiBind),1
