protein,ligand,cluster_id,cluster_method,n_poses,center_x,center_y,center_z,radius_A,AutoDock_Vina,DiffDock,EquiBind,n_methods,methods_present,pocket_type,n_methods_in_pocket
Orai1WT-START-Fr0,gsk7975a-prot-OPT,5,ward,6,-25.13061111111111,-4.174411111111111,15.119438888888888,1.33,6,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,6,ward,9,13.969869444444447,5.649833730158731,-30.618684126984128,16.94,0,9,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,gsk7975a-prot-OPT,7,ward,4,8.940333333333331,23.97058333333333,15.113883333333336,1.24,4,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0_cleaned,2abp-nh2-OPT,0,ward,4,-8.113593181818183,22.113056818181818,-3.0191151515151513,0.66,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh2-OPT,1,ward,1,-8.663757575757575,20.649130303030304,-3.766015151515152,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh3p-OPT,0,ward,2,-10.866263235294117,17.631720588235297,-3.69407205882353,0.52,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,2abp-nh3p-OPT,1,ward,1,-7.8794852941176465,22.69801470588235,-4.839482352941177,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,Synta-66-OPT-Singlet,0,ward,3,-8.298788372093023,20.361776744186045,-1.3817015503875976,0.03,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,Synta-66-OPT-Singlet,1,ward,1,-8.005183720930233,20.379813953488366,-1.2341813953488372,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0_cleaned,gsk7975a-deprot-OPT,0,ward,2,-7.9095087500000005,19.605506250000005,-0.18292999999999998,1.5,0,0,2,1,EquiBind,Unique (EquiBind),1
