mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,mol_true_loaded,mol_cond_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,docking_method,protein,ligand,pose_file,pose_name,file_format,protein_file_used,posebusters_mode,diffdock_confidence
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9450313698081609,1.0353023434280106,0,0,44,1.0425733699405018,0,304,0.9830013845794899,0,30,44,304,2,2,0.0022154789758884945,2,0,0.005457304484168214,0,0,,11,171.4789803316867,79.43556499029889,2.1587179540125216,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model21.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose21,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9442084540286583,1.0350999533860203,0,0,44,1.0418451833462758,0,304,0.9833182225073858,0,30,44,304,2,2,0.0020193571779760504,2,0,0.00566808418566368,0,0,,11,165.53054894314042,79.42508439348191,2.084109198085093,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model22.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose22,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444935308189705,1.0343000575728958,0,0,44,1.042533970361478,0,304,0.9814382781153383,0,30,44,304,2,2,0.0018310760069471805,2,0,0.005634963963616384,0,0,,11,172.36774800791042,79.43556499029889,2.169906489982931,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model23.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose23,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9447160885117856,1.0347749598768714,0,0,44,1.0424795767600914,0,304,0.983201791544338,0,30,44,304,2,2,0.001922609595697679,2,0,0.005586854131723528,0,0,,11,169.3074794335225,79.42508439348191,2.131662568902689,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model24.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose24,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9450850397353548,1.0344071810833781,0,0,44,1.042550475393194,0,304,0.9832558654072013,0,30,44,304,2,2,0.003437918487533488,2,0,0.005210539830767817,0,0,,11,159.56457864049196,79.43556499029889,2.008729700103208,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model25.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose25,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9439634087746653,1.0351173414668378,0,0,44,1.0423680484837865,0,304,0.9831149813881827,0,30,44,304,2,2,0.0022479481191970334,2,0,0.0055852934223120515,0,0,,11,180.66726277873803,79.43556499029889,2.274387584462981,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model26.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose26,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9442913368875671,1.0357097201778391,0,0,44,1.0424773584895606,0,304,0.9832537552634356,0,30,44,304,2,2,0.002032528152635063,2,0,0.005610161085834712,0,0,,11,172.30120054946534,79.43556499029889,2.1690687360316216,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model27.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose27,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9449869258872062,1.0353650898889177,0,0,44,1.0424841907792584,0,304,0.9759298993488689,0,30,44,304,2,2,0.0020297958593838827,2,0,0.005502820510883691,0,0,,11,159.33308304751273,79.43556499029889,2.005815443837674,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model28.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose28,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.944865483750264,1.0355356541228948,0,0,44,1.042357490791753,0,304,0.983273537683462,0,30,44,304,2,2,0.002012111276704973,2,0,0.005729671626474547,0,0,,11,157.1581319411599,79.43556499029889,1.9784353766521698,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model29.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose29,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9445946115545433,1.0355011633036606,0,0,44,1.042336198321565,0,304,0.9831567497029455,0,30,44,304,2,2,0.0030384696600383463,2,0,0.005481364932275077,0,0,,11,173.8022041875058,79.43556499029889,2.187964600097343,autodock,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_vina_out_model30.sdf,Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT_pose30,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9581117805752671,1.0236364031566296,0,0,44,1.0425793155132652,0,304,0.9795420364685546,0,30,44,304,3,3,0.0031225517933809533,0,0,,0,0,,10,123.7571311635632,84.71031129414725,1.460945300198817,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model1.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose1,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9574107559620632,1.0234514330402216,0,0,44,1.0422010021819736,0,304,0.9561050887254935,0,30,44,304,3,3,0.002532812384799973,0,0,,0,0,,10,130.6527354765531,84.71031129414725,1.542347483801303,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model2.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose2,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9584424818842263,1.0234577806078877,0,0,44,1.0427609838717435,0,304,0.9408090923130897,0,30,44,304,3,3,0.0022802292526829943,0,0,,0,0,,10,130.14786081456842,84.71031129414725,1.5363874695566195,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model3.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose3,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9581272193310187,1.0234493927422543,0,0,44,1.0424606772597937,0,304,0.9795933118111358,0,30,44,304,3,3,0.0025881934965339016,0,0,,0,0,,10,131.59178918851168,84.71031129414725,1.5534329549513006,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model4.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose4,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9577267779217834,1.023591070436052,0,0,44,1.0423338916657168,0,304,0.9796273762175449,0,30,44,304,3,3,0.0023445274019082015,0,0,,0,0,,10,124.38194450773075,84.71031129414725,1.4683211831889995,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model5.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose5,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9576241542216268,1.0233562148005664,0,0,44,1.0422172353559023,0,304,0.9795810448047494,0,30,44,304,3,3,0.0027748303957226077,0,0,,0,0,,10,129.0169592332059,84.71031129414725,1.5230372461412482,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model6.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose6,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9584129222504204,1.0234802234779037,0,0,44,1.0424916442418009,0,304,0.9795070644393059,0,30,44,304,3,3,0.002479401831266402,0,0,,0,0,,10,131.26897100949793,84.71031129414725,1.5496221062590698,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model7.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose7,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.958177720641684,1.0233598423244012,0,0,44,1.042510810554762,0,304,0.9795694616091489,0,30,44,304,3,3,0.002855485547301286,0,0,,0,0,,10,123.79317881535705,84.71031129414725,1.4613708405048689,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model8.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose8,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9574929788376993,1.0235112799711727,0,0,44,1.0424195965340695,0,304,0.9794817558261352,0,30,44,304,3,3,0.0027412767569800103,0,0,,0,0,,10,131.3534967270582,84.71031129414725,1.550619927141427,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model9.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose9,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9577139505606419,1.0237721626458427,0,0,44,1.0420748718108674,0,304,0.9796949940849345,0,30,44,304,3,3,0.002797128182199082,0,0,,0,0,,10,130.47184559163418,84.71031129414725,1.5402120898668998,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model10.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose10,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.958145536176198,1.0238038901480402,0,0,44,1.0424054005807104,0,304,0.9796037915959963,0,30,44,304,3,3,0.002746118653966461,0,0,,0,0,,10,139.62364874021543,84.71031129414725,1.648248561563983,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model11.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose11,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9583318247680787,1.0235047060475753,0,0,44,1.0426255502568995,0,304,0.9795252456374706,0,30,44,304,3,3,0.0024450348377563686,0,0,,0,0,,10,158.11795979200807,84.71031129414725,1.8665727628241244,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model12.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose12,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9580322277884918,1.0235976438049867,0,0,44,1.042696370949888,0,304,0.9794849552945979,0,30,44,304,3,3,0.0028770067724854693,0,0,,0,0,,10,130.70556852242814,84.71031129414725,1.5429711746491808,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model13.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose13,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9581149206813365,1.023076856840316,0,0,44,1.0424383177693333,0,304,0.9797019872489656,0,30,44,304,3,3,0.002565855019092044,0,0,,0,0,,10,134.09614122781176,84.71031129414725,1.5829966763098962,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model14.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose14,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9580411254677332,1.023178450378108,0,0,44,1.0423727506866118,0,304,0.9795871342012213,0,30,44,304,3,3,0.002928748373759293,0,0,,0,0,,10,129.21921544357326,84.71031129414725,1.5254248682297216,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model15.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose15,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9577930062571015,1.0239928750400609,0,0,44,1.0422060583869748,0,304,0.9696022460911488,0,30,44,304,3,3,0.0029828510459954174,0,0,,0,0,,10,130.0537038417193,84.71031129414725,1.5352759522996218,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model16.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose16,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9579181208118016,1.0230566729943469,0,0,44,1.0425077936096865,0,304,0.9796365539897653,0,30,44,304,3,3,0.003081614508537933,0,0,,0,0,,10,129.1943340514756,84.71031129414725,1.5251311449306624,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model17.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose17,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.957969941719818,1.023375032440804,0,0,44,1.042456152082679,0,304,0.9795525388657285,0,30,44,304,3,3,0.0030793367662966926,0,0,,0,0,,10,131.73697552147567,84.71031129414725,1.5551468706570266,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model18.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose18,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.957917073895882,1.0238460408801253,0,0,44,1.0425874796434842,0,304,0.9794748714171772,0,30,44,304,3,3,0.002837262729536062,0,0,,0,0,,10,138.85265251556282,84.71031129414725,1.6391469986860543,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model19.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose19,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9582122588655037,1.0231709672697074,0,0,44,1.0425647622364007,0,304,0.9482812371272045,0,30,44,304,3,3,0.0026781008775791522,0,0,,0,0,,10,125.35389174326238,84.71031129414725,1.479794960355945,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model20.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose20,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9582397315636679,1.0233426114716602,0,0,44,1.0423808243339967,0,304,0.9795158020475337,0,30,44,304,3,3,0.0027525438044942504,0,0,,0,0,,10,127.69045108034405,84.71031129414725,1.5073778992140991,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model21.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose21,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9579565941782134,1.0235439222767952,0,0,44,1.0425652059305968,0,304,0.9794988783770406,0,30,44,304,3,3,0.0032244693749457322,0,0,,0,0,,10,129.3192149925927,84.71031129414725,1.5266053567380473,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model22.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose22,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9578249408138966,1.0242062908586878,0,0,44,1.0420352266649542,0,304,0.9796589465106862,0,30,44,304,3,3,0.0030490096519798834,0,0,,0,0,,10,132.20035134022055,84.71031129414725,1.5606169936168617,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model23.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose23,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.958298075729076,1.0231281084126833,0,0,44,1.0422481057572206,0,304,0.9794711864732696,0,30,44,304,3,3,0.002453867952911553,0,0,,0,0,,10,125.59252506492244,84.71031129414725,1.4826120119995334,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model24.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose24,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9576346265316095,1.0237050784038522,0,0,44,1.0424156039009158,0,304,0.979434248006059,0,30,44,304,3,3,0.002594525584912305,0,0,,0,0,,10,134.1389475428865,84.71031129414725,1.583502002219113,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model25.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose25,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9581973447852128,1.0234985854600607,0,0,44,1.0421884061382205,0,304,0.979516331597043,0,30,44,304,3,3,0.0026723725165481546,0,0,,0,0,,10,127.65276823680144,84.71031129414725,1.5069330555703098,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model26.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose26,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9576089691687295,1.0238532924440251,0,0,44,1.0421715525359603,0,304,0.9797050315760714,0,30,44,304,3,3,0.003020500290033839,0,0,,0,0,,10,128.09158336585742,84.71031129414725,1.5121132411032403,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model27.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose27,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.957824417305156,1.023771936017291,0,0,44,1.0423383275472808,0,304,0.9795098666605355,0,30,44,304,3,3,0.0029482683049792784,0,0,,0,0,,10,128.29650906189835,84.71031129414725,1.5145323763054397,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model28.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose28,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9576283431593622,1.023451886439218,0,0,44,1.0426163208782675,0,304,0.979536895548216,0,30,44,304,3,3,0.003112575143671878,0,0,,0,0,,10,137.8164719357781,84.71031129414725,1.6269149508520344,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model29.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose29,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,30,0.9584895661439481,1.0233167646485417,0,0,44,1.0427158076202188,0,304,0.979444883956035,0,30,44,304,3,3,0.0027632956579476424,0,0,,0,0,,10,130.57970444967768,84.71031129414725,1.541485357033502,autodock,Orai1WT-START-Fr0,gsk7975a-prot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__gsk7975a-prot-OPT_vina_out_model30.sdf,Orai1WT-START-Fr0__gsk7975a-prot-OPT_pose30,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444932878234018,1.0351662438782379,0,0,44,1.0420015251465529,0,304,0.9832356430098574,0,30,44,304,2,2,0.0018326293295273471,2,0,0.005557998735537994,0,0,,11,163.48772773311916,79.43556499029889,2.0581175164183096,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model1.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose1,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9447372239069668,1.0353629169148746,0,0,44,1.0420208590305475,0,304,0.9833566195017682,0,30,44,304,2,2,0.00223189021421155,2,0,0.005287148815184805,0,0,,11,164.96683440045754,79.42508439348191,2.0770117609594343,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model2.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose2,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9446927661476526,1.0351306540187963,0,0,44,1.0421212596015441,0,304,0.9833178268808647,0,30,44,304,2,2,0.0017367953183056119,2,0,0.005252719442997731,0,0,,11,164.45966569667854,79.43556499029889,2.0703530681346987,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model3.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose3,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.944850666741245,1.0352357899954576,0,0,44,1.0424146279264548,0,304,0.9830156755907709,0,30,44,304,2,2,0.0023053298386425925,2,0,0.005493647220451674,0,0,,11,170.83572580147185,79.43556499029889,2.1506201387544137,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model4.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose4,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9449577811977217,1.0347991476915743,0,0,44,1.0421281780496352,0,304,0.9832090675096082,0,30,44,304,2,2,0.003030702415667976,2,0,0.005139574976120542,0,0,,11,160.13143005854468,79.43556499029889,2.015865690363011,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model5.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose5,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.944626440027613,1.0347855591012225,0,0,44,1.042475317685211,0,304,0.9454108995514253,0,30,44,304,2,2,0.0021089043555363243,2,0,0.005953332621607167,0,0,,11,161.73514710901023,79.43556499029889,2.0360545950515014,autodock,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_vina_out_model6.sdf,Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT_pose6,sdf,none,mol,
