key,expected,actual,ok,source
table_8[autodock_mgltools_exh64].d15,175,175,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64].d30,182,182,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh92].d1,91,91,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh92].d5,150,150,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh92].d15,182,182,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh92].d30,194,194,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128].d1,94,94,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128].d5,153,153,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128].d15,185,185,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128].d30,202,202,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_gnina].d1,100,100,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_gnina].d5,144,144,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_gnina].d15,154,154,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_gnina].d30,154,154,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64_gnina].d1,110,110,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64_gnina].d5,169,169,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64_gnina].d15,182,182,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64_gnina].d30,182,182,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128_gnina].d1,111,111,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128_gnina].d5,184,184,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128_gnina].d15,198,198,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh128_gnina].d30,199,199,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_9[autodock].exhaustiveness,128,128,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[autodock].num_modes,30,30,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[autodock].energy_range,6,6,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[autodock].seed,42,42,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[diffdock].num_samples,30,30,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[diffdock].inference_steps,20,20,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[equibind].n_unguided_poses,30,30,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[equibind].n_rdkit_seeds,30,30,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[equibind].conformers_per_seed,1,1,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[equibind].uff_minimize,False,False,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[ladder].18,18,18,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[ladder].32,32,32,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[ladder].64,64,64,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[ladder].92,92,92,True,"body_appendix_short.tex, tab:appendix-protocols"
table_9[ladder].128,128,128,True,"body_appendix_short.tex, tab:appendix-protocols"
table_10[autodock.charged],6.02,6.017,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[autodock.gpu],4.12,4.119,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[autodock.cpu_core],60.73,60.73,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[diffdock.charged],9.01,9.008,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[diffdock.gpu],8.99,8.991,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[diffdock.cpu_core],0.53,0.529,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[equibind.charged],0.34,0.337,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[equibind.gpu],0.07,0.072,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[equibind.cpu_core],8.47,8.474,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_poses_generated],8976,8976,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_cpu_core_h],151.42,151.42,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_gpu_h],10.27,10.27,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_search_wall_h],4.73,4.73,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_charged_h],15.0,15.0,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.autodock_rescoring_share_pct],68.5,68.5,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_10[note.equibind_full_run_wall_h],11.39,11.39,True,"body_appendix_short.tex, tab:appendix-cost-per-pose"
table_11[experimental_autodock].exhaustiveness,128,128,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[experimental_autodock].num_modes,30,30,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[experimental_autodock].energy_range,6,6,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[experimental_autodock].seed,42,42,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_autodock].exhaustiveness,128,128,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_autodock].num_modes,10,10,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_autodock].energy_range,6,6,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_autodock].seed,42,42,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[experimental_diffdock].num_samples,30,30,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[experimental_diffdock].inference_steps,20,20,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_diffdock].num_samples,10,10,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_diffdock].inference_steps,20,20,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_equibind].n_unguided_poses,10,10,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[control_equibind].uff_minimize,False,False,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[poses].autodock,12315,12315,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[poses].diffdock,11673,11673,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[poses].equibind,12320,12320,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[units].autodock,1232,1232,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[units].diffdock,1215,1215,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[units].equibind,1232,1232,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].units_missing,17,17,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].Orai1WT-MDSnap-Fr300,6,6,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].Orai1WT-MDSnap-Fr400,5,5,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].Orai1WT-MDSnap-Fr499,5,5,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].Orai1WT-START-Fr0,1,1,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].units_full_ten,1037,1037,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].units_under_ten,178,178,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].units_with_nine,89,89,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_11[gap].units_with_one,10,10,True,"body_appendix_short.tex, tab:appendix-orai-protocols and the two paragraphs after it"
table_12[Hydrogen bonds].AD bench,4.15,4.15,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrogen bonds].AD exp,2.53,2.53,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrogen bonds].AD delta,0.45,0.45,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrogen bonds].DD bench,2.47,2.47,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrogen bonds].DD exp,1.31,1.31,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Halogen bonds].AD bench,0.19,0.19,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Halogen bonds].AD exp,1.26,1.26,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Halogen bonds].AD delta,-0.52,-0.52,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Halogen bonds].DD bench,0.16,0.16,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Halogen bonds].DD exp,1.17,1.17,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrophobic].AD bench,3.75,3.75,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrophobic].AD exp,5.95,5.95,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrophobic].AD delta,-0.59,-0.59,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrophobic].DD bench,2.36,2.36,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Hydrophobic].DD exp,3.42,3.42,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Alkyl-pi].AD bench,4.9,4.9,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Alkyl-pi].AD exp,6.67,6.67,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Alkyl-pi].AD delta,-0.42,-0.42,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Alkyl-pi].DD bench,3.31,3.31,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Alkyl-pi].DD exp,5.06,5.06,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Carbon-pi].AD bench,2.55,2.55,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Carbon-pi].AD exp,3.55,3.55,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Carbon-pi].AD delta,-0.5,-0.5,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Carbon-pi].DD bench,1.4,1.4,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Carbon-pi].DD exp,1.47,1.47,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[pi-pi stacking].AD bench,2.39,2.39,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[pi-pi stacking].AD exp,3.17,3.17,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[pi-pi stacking].AD delta,-0.41,-0.41,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[pi-pi stacking].DD bench,1.29,1.29,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[pi-pi stacking].DD exp,1.19,1.19,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Amide-pi].AD bench,0.92,0.92,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Amide-pi].AD exp,0.95,0.95,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Amide-pi].AD delta,-0.04,-0.04,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Amide-pi].DD bench,0.56,0.56,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Amide-pi].DD exp,0.89,0.89,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Charged classes].AD bench,0.47,0.47,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Charged classes].AD exp,0.0,0.0,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Charged classes].AD delta,0.38,0.38,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Charged classes].DD bench,0.22,0.22,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Charged classes].DD exp,0.0,0.0,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Repulsion].AD bench,0.43,0.43,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Repulsion].AD exp,0.0,0.0,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Repulsion].AD delta,0.31,0.31,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Repulsion].DD bench,0.37,0.37,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12[Repulsion].DD exp,0.0,0.0,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.cells_clearing_bh,14,14,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.total_cells,26,26,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.both_tools_clear,5,5,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.clearing_types_all_printed,"'9 types, one row each'",'9 rows printed',True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.smallest_adjusted_autodock,0.089,0.089,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.autodock_none_clears_at_ligand_unit,True,True,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.smallest_adjusted_diffdock,0.106,0.106,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_12.footnote.diffdock_none_clears_at_ligand_unit,True,True,True,"body_appendix_short.tex, tab:appendix-orai-interaction"
table_14[Fr0.subunits],6,6,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[Fr300.subunits],6,6,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[Fr400.subunits],6,6,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[Fr499.subunits],6,6,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ARG 91 CZ].Fr0,4.48,4.48,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ARG 91 CZ].Fr300,4.82,4.82,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ARG 91 CZ].Fr400,4.86,4.86,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ARG 91 CZ].Fr499,4.72,4.72,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[GLU 106 CD].Fr0,5.01,5.01,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[GLU 106 CD].Fr300,5.83,5.83,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[GLU 106 CD].Fr400,5.75,5.75,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[GLU 106 CD].Fr499,5.76,5.76,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 110 CG].Fr0,6.99,6.99,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 110 CG].Fr300,10.5,10.5,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 110 CG].Fr400,11.02,11.02,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 110 CG].Fr499,10.95,10.95,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 112 CG].Fr0,8.92,8.92,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 112 CG].Fr300,14.08,14.08,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 112 CG].Fr400,14.21,14.21,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 112 CG].Fr499,14.19,14.19,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 114 CG].Fr0,16.34,16.34,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 114 CG].Fr300,19.26,19.26,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 114 CG].Fr400,19.97,19.97,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[ASP 114 CG].Fr499,20.22,20.22,True,"body_appendix_short.tex, tab:appendix-frame-geometry"
table_14[prose.later_frame_spread_arg91],0.14,0.14,True,the two paragraphs following the table
table_14[prose.later_frame_spread_glu106],0.08,0.08,True,the two paragraphs following the table
table_14[prose.later_frame_spread_asp114],0.96,0.96,True,the two paragraphs following the table
table_14[prose.fr0_offset_aspartates],"[3.5, 5.2]","[3.5, 5.2]",True,the two paragraphs following the table
table_14[prose.fr0_offset_gate_filter],"[0.3, 0.8]","[0.3, 0.8]",True,the two paragraphs following the table
table_16[heavy_atoms].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[heavy_atoms].median,24,24.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[heavy_atoms].q1,16,16.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[heavy_atoms].q3,32,32.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[heavy_atoms].min,6,6.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[heavy_atoms].max,64,64.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].median,359,359.43,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].q1,236,235.78,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].q3,462,462.19,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].min,100,100.12,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[mw].max,872,871.65,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].median,5,5.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].q1,2,2.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].q3,7,7.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].min,0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[rot_bonds].max,20,20.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].median,6,6.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].q1,3,3.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].q3,9,9.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].min,0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hba].max,21,21.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].median,3,3.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].q1,2,2.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].q3,5,5.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].min,0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[hbd].max,13,13.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].median,107,106.63,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].q1,66,66.03,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].q3,160,159.94,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].min,0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[tpsa].max,384,383.86,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].median,0.9,0.93,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].q1,-1.6,-1.57,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].q3,3.2,3.18,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].min,-8.4,-8.42,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[logp].max,14.0,13.96,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].median,0.41,0.41,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].q1,0.23,0.23,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].q3,0.57,0.57,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].min,0.0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[fsp3].max,1.0,1.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].median,0.43,0.43,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].q1,0.29,0.29,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].q3,0.6,0.6,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].min,0.04,0.04,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[qed].max,0.91,0.91,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].n,308,308,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].median,3,3.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].q1,1,1.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].q3,4,4.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].min,0,0.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_16[n_rings].max,8,8.0,True,"body_appendix_short.tex, tab:appendix-ligand-distribution"
table_17[2abp-NH2].formula,'C14H16BNO','C14H16BNO',True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].mw,225.1,225.1,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].heavy_atoms,17,17,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].rot_bonds,5,5,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].arom_rings,2,2,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].hbd,1,1,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].hba,2,2,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].tpsa,35.3,35.25,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].clogp,0.77,0.7676,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[2abp-NH2].ro5_violations,0,0,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].formula,'C20H17FN2O3','C20H17FN2O3',True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].mw,352.4,352.365,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].heavy_atoms,26,26,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].rot_bonds,5,5,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].arom_rings,3,3,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].hbd,1,1,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].hba,4,4,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].tpsa,60.5,60.45,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].clogp,4.16,4.1572,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[Synta-66].ro5_violations,0,0,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].formula,'C18H12F5N3O2','C18H12F5N3O2',True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].mw,397.3,397.303,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].heavy_atoms,28,28,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].rot_bonds,4,4,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].arom_rings,3,3,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].hbd,2,2,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].hba,4,4,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].tpsa,67.2,67.15,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].clogp,4.19,4.1863,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[GSK-7975A (neutral)].ro5_violations,0,0,True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_17[wrong GSK file stays distinct],'C18H11F5N3O2-','C18H11F5N3O2-',True,"body_appendix_short.tex, tab:appendix-orai-descriptors"
table_18[AutoDock Vina].k1.near,31.4,np.float64(31.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k1.valid,31.0,np.float64(31.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k5.near,50.8,np.float64(50.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k5.valid,50.5,np.float64(50.5),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k10.near,58.7,np.float64(58.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k10.valid,58.7,np.float64(58.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k15.near,61.1,np.float64(61.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock Vina].k15.valid,61.1,np.float64(61.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
