id,idx,name,n_records,n_none,heavy_ref,heavy_copy,same_heavy,same_elem_seq,formula_ref,formula_copy,same_formula,smiles_same,charge_ref,charge_copy,n_atoms_all_ref,n_atoms_all_copy,cd_to_ref,is_ref,match_ref_in_copy,match_copy_in_ref
7K0V_VQP,2,7K0V_VQP_A_801,4,0,32,32,True,True,C23H27F2N5O2,C23H27F2N5O2,True,True,0,0,32,32,34.92992825276292,False,True,True
7K0V_VQP,3,7K0V_VQP_D_801,4,0,32,32,True,True,C23H27F2N5O2,C23H27F2N5O2,True,True,0,0,32,32,38.854786445539965,False,True,True
7K41_VUA,0,7K41_VUA_A_2602,1,0,22,22,True,True,C18H24N4,C18H24N4,True,True,0,0,22,22,0.0,True,True,True
7KB1_WBJ,0,7KB1_WBJ_B_501,3,0,22,22,True,True,C12H15N2O7P,C12H15N2O7P,True,True,0,0,22,22,0.0,True,True,True
7KB1_WBJ,1,7KB1_WBJ_A_501,3,0,22,22,True,True,C12H15N2O7P,C12H15N2O7P,True,True,0,0,22,22,29.53476575426138,False,True,True
7KB1_WBJ,2,7KB1_WBJ_C_501,3,0,22,22,True,True,C12H15N2O7P,C12H15N2O7P,True,True,0,0,22,22,45.37864471264662,False,True,True
7KC5_BJZ,0,7KC5_BJZ_C_402,2,0,37,37,True,True,C26H19Cl2N5O4,C26H19Cl2N5O4,True,True,0,0,37,37,0.0,True,True,True
7KC5_BJZ,1,7KC5_BJZ_A_402,2,0,37,37,True,True,C26H19Cl2N5O4,C26H19Cl2N5O4,True,True,0,0,37,37,50.155033479554994,False,True,True
7KFO_IAC,0,7KFO_IAC_A_201,1,0,13,13,True,True,C10H9NO2,C10H9NO2,True,True,0,0,13,13,0.0,True,True,True
7KLX_WOV,0,7KLX_WOV_A_401,1,0,17,17,True,True,C13H13NO3,C13H13NO3,True,True,0,0,17,17,0.0,True,True,True
7KM8_WPD,0,7KM8_WPD_A_202,2,0,29,29,True,True,C19H24F2N4O4,C19H24F2N4O4,True,True,0,0,29,29,0.0,True,True,True
7KM8_WPD,1,7KM8_WPD_B_203,2,0,29,29,True,True,C19H24F2N4O4,C19H24F2N4O4,True,True,0,0,29,29,17.502377100657004,False,True,True
7KP6_WTP,0,7KP6_WTP_A_401,2,0,28,28,True,True,C20H27ClN6O,C20H27ClN6O,True,True,0,0,28,28,0.0,True,True,True
7KP6_WTP,1,7KP6_WTP_B_401,2,0,28,28,True,True,C20H27ClN6O,C20H27ClN6O,True,True,0,0,28,28,47.323808764156226,False,True,True
7KQU_YOF,0,7KQU_YOF_B_402,2,0,14,14,True,True,C9H10FNO3,C9H10FNO3,True,True,0,0,14,14,0.0,True,True,True
7KQU_YOF,1,7KQU_YOF_A_403,2,0,14,14,True,True,C9H10FNO3,C9H10FNO3,True,True,0,0,14,14,27.80425514619469,False,True,True
7KRU_ATP,0,7KRU_ATP_A_607,2,0,31,31,True,True,C10H16N5O13P3,C10H16N5O13P3,True,True,0,0,31,31,0.0,True,True,True
7KRU_ATP,1,7KRU_ATP_B_609,2,0,31,31,True,True,C10H16N5O13P3,C10H16N5O13P3,True,True,0,0,31,31,25.778766057361317,False,True,True
7KZ9_XN7,0,7KZ9_XN7_B_601,2,0,11,11,True,True,C6H14N2O3,C6H14N2O3,True,True,0,0,11,11,0.0,True,True,True
7KZ9_XN7,1,7KZ9_XN7_A_601,2,0,11,11,True,True,C6H14N2O3,C6H14N2O3,True,True,0,0,11,11,53.51237252826028,False,True,True
7L00_XCJ,0,7L00_XCJ_A_402,4,0,27,27,True,True,C17H14N4O3S3,C17H14N4O3S3,True,True,0,0,27,27,0.0,True,True,True
7L00_XCJ,1,7L00_XCJ_D_402,4,0,27,27,True,True,C17H14N4O3S3,C17H14N4O3S3,True,True,0,0,27,27,55.75001298750517,False,True,True
7L00_XCJ,2,7L00_XCJ_B_402,4,0,27,27,True,True,C17H14N4O3S3,C17H14N4O3S3,True,True,0,0,27,27,31.82145715347382,False,True,True
7L00_XCJ,3,7L00_XCJ_C_402,4,0,27,27,True,True,C17H14N4O3S3,C17H14N4O3S3,True,True,0,0,27,27,53.292251317674435,False,True,True
7L03_F9F,0,7L03_F9F_A_301,1,0,22,22,True,True,C9H11F3NO7PS,C9H11F3NO7PS,True,True,0,0,22,22,0.0,True,True,True
7L5F_XNG,0,7L5F_XNG_A_304,1,0,18,18,True,True,C14H27NO3,C14H27NO3,True,True,0,0,18,18,0.0,True,True,True
7L6D_BMF,0,7L6D_BMF_A_501,1,0,28,28,True,True,C17H20N6O4S,C17H20N6O4S,True,True,0,0,28,28,0.0,True,True,True
7L7C_XQ1,0,7L7C_XQ1_A_201,1,0,21,21,True,True,C17H14O4,C17H14O4,True,True,0,0,21,21,0.0,True,True,True
7L81_UD4,0,7L81_UD4_AAA_301,1,0,38,38,True,True,C17H28N4O15P2,C17H28N4O15P2,True,True,0,0,38,38,0.0,True,True,True
7LB3_XXS,0,7LB3_XXS_A_1701,1,0,29,29,True,True,C20H24N6O2S,C20H24N6O2S,True,True,0,0,29,29,0.0,True,True,True
7LCU_XTA,0,7LCU_XTA_A_605,1,0,39,39,True,True,C28H32Cl2N6O3,C28H32Cl2N6O3,True,True,0,0,39,39,0.0,True,True,True
7LEV_0JO,0,7LEV_0JO_B_406,1,0,21,21,True,True,C11H13N2O7P,C11H13N2O7P,True,True,0,0,21,21,0.0,True,True,True
7LJN_GTP,0,7LJN_GTP_C_501,4,0,32,32,True,True,C10H16N5O14P3,C10H16N5O14P3,True,True,0,0,32,32,0.0,True,True,True
7LJN_GTP,1,7LJN_GTP_B_501,4,0,32,32,True,True,C10H16N5O14P3,C10H16N5O14P3,True,False,0,0,32,32,55.49435988400576,False,True,True
7LJN_GTP,2,7LJN_GTP_A_501,4,0,32,32,True,True,C10H16N5O14P3,C10H16N5O14P3,True,True,0,0,32,32,44.16845670290736,False,True,True
7LJN_GTP,3,7LJN_GTP_D_501,4,0,32,32,True,True,C10H16N5O14P3,C10H16N5O14P3,True,True,0,0,32,32,95.64016650666629,False,True,True
7LMO_NYO,0,7LMO_NYO_B_501,1,0,37,37,True,True,C26H30N6O5,C26H30N6O5,True,True,0,0,37,37,0.0,True,True,True
7LOE_Y84,0,7LOE_Y84_A_201,1,0,11,11,True,True,C10H7F,C10H7F,True,True,0,0,11,11,0.0,True,True,True
7LOU_IFM,0,7LOU_IFM_B_612,2,0,10,10,True,True,C6H13NO3,C6H13NO3,True,True,0,0,10,10,0.0,True,True,True
7LOU_IFM,1,7LOU_IFM_A_611,2,0,10,10,True,True,C6H13NO3,C6H13NO3,True,True,0,0,10,10,44.93411402453597,False,True,True
7LT0_ONJ,0,7LT0_ONJ_A_301,1,0,27,27,True,True,C23H21NO2S,C23H21NO2S,True,True,0,0,27,27,0.0,True,True,True
7LZD_YHY,0,7LZD_YHY_A_1805,1,0,29,29,True,True,C23H27FN4O,C23H27FN4O,True,True,0,0,29,29,0.0,True,True,True
7LZQ_YJV,0,7LZQ_YJV_A_201,1,0,22,22,True,True,C15H13ClN4O2,C15H13ClN4O2,True,True,0,0,22,22,0.0,True,True,True
7M31_TDR,0,7M31_TDR_D_1107,4,0,9,9,True,True,C5H6N2O2,C5H6N2O2,True,True,0,0,9,9,0.0,True,True,True
7M31_TDR,1,7M31_TDR_A_1108,4,0,9,9,True,True,C5H6N2O2,C5H6N2O2,True,True,0,0,9,9,70.74640718225577,False,True,True
7M31_TDR,2,7M31_TDR_C_1108,4,0,9,9,True,True,C5H6N2O2,C5H6N2O2,True,True,0,0,9,9,30.50425866261227,False,True,True
7M31_TDR,3,7M31_TDR_B_1107,4,0,9,9,True,True,C5H6N2O2,C5H6N2O2,True,True,0,0,9,9,74.23186258500797,False,True,True
7M3H_YPV,0,7M3H_YPV_A_501,2,0,24,24,True,True,C17H19NO5S,C17H19NO5S,True,True,0,0,24,24,0.0,True,True,True
7M3H_YPV,1,7M3H_YPV_B_501,2,0,24,24,True,True,C17H19NO5S,C17H19NO5S,True,True,0,0,24,24,33.95943678759346,False,True,True
7M41_YQG,0,7M41_YQG_A_201,2,0,32,32,True,True,C20H16ClN7O3S,C20H16ClN7O3S,True,True,0,0,32,32,0.0,True,True,True
7M41_YQG,1,7M41_YQG_B_201,2,0,32,32,True,True,C20H16ClN7O3S,C20H16ClN7O3S,True,True,0,0,32,32,41.33287609728644,False,True,True
7M6K_YRJ,0,7M6K_YRJ_B_701,2,0,33,33,True,True,C18H22N4O10P+,C18H22N4O10P+,True,True,1,1,33,33,0.0,True,True,True
7M6K_YRJ,1,7M6K_YRJ_A_701,2,0,33,33,True,True,C18H22N4O10P+,C18H22N4O10P+,True,True,1,1,33,33,32.81790381935475,False,True,True
7MAE_XUS,0,7MAE_XUS_A_101,1,0,49,49,True,True,C33H50N3O11PS,C33H50N3O11PS,True,True,0,0,49,49,0.0,True,True,True
7MEU_MGP,0,7MEU_MGP_A_1000,2,0,33,33,True,True,C11H19N5O14P3+,C11H19N5O14P3+,True,True,1,1,33,33,0.0,True,True,True
7MEU_MGP,1,7MEU_MGP_B_1000,2,0,33,33,True,True,C11H19N5O14P3+,C11H19N5O14P3+,True,True,1,1,33,33,53.46330999179004,False,True,True
7MFP_Z7P,0,7MFP_Z7P_D_401,4,0,50,50,True,True,C23H33N4O20P3,C23H33N4O20P3,True,True,0,0,50,50,0.0,True,True,True
7MFP_Z7P,1,7MFP_Z7P_C_401,4,0,50,50,True,True,C23H33N4O20P3,C23H33N4O20P3,True,True,0,0,50,50,29.341011850057242,False,True,True
7MFP_Z7P,2,7MFP_Z7P_B_401,4,0,50,50,True,True,C23H33N4O20P3,C23H33N4O20P3,True,True,0,0,50,50,50.76089751203776,False,True,True
7MFP_Z7P,3,7MFP_Z7P_A_401,4,0,50,50,True,True,C23H33N4O20P3,C23H33N4O20P3,True,True,0,0,50,50,62.312399910534644,False,True,True
7MGT_ZD4,0,7MGT_ZD4_A_403,1,0,28,28,True,True,C10H14ClN5O10P2,C10H14ClN5O10P2,True,True,0,0,28,28,0.0,True,True,True
7MGY_ZD1,0,7MGY_ZD1_A_701,2,0,23,23,True,True,C13H23NO9,C13H23NO9,True,True,0,0,23,23,0.0,True,True,True
7MGY_ZD1,1,7MGY_ZD1_B_701,2,0,23,23,True,True,C13H23NO9,C13H23NO9,True,True,0,0,23,23,71.81085176100366,False,True,True
7MMH_ZJY,0,7MMH_ZJY_A_1202,1,0,57,57,True,True,C38H47F3N6O9S,C38H47F3N6O9S,True,True,0,0,57,57,0.0,True,True,True
7MOI_HPS,0,7MOI_HPS_A_501,2,0,11,11,True,True,C6H7O4P,C6H7O4P,True,True,0,0,11,11,0.0,True,True,True
7MOI_HPS,1,7MOI_HPS_B_501,2,0,11,11,True,True,C6H7O4P,C6H7O4P,True,True,0,0,11,11,29.429938175687585,False,True,True
7MRH_ZMJ,0,7MRH_ZMJ_A_201,2,0,24,24,True,True,C18H18N2O3S,C18H18N2O3S,True,True,0,0,24,24,0.0,True,True,True
7MRH_ZMJ,1,7MRH_ZMJ_B_201,2,0,24,24,True,True,C18H18N2O3S,C18H18N2O3S,True,True,0,0,24,24,29.5187838314966,False,True,True
7MS7_ZQ1,0,7MS7_ZQ1_A_302,1,0,29,29,True,True,C19H20ClN3O5S,C19H20ClN3O5S,True,True,0,0,29,29,0.0,True,True,True
7MSR_DCA,0,7MSR_DCA_A_401,1,0,47,47,True,True,C21H36N7O16P3,C21H36N7O16P3,True,True,0,0,47,47,0.0,True,True,True
7MWN_WI5,0,7MWN_WI5_A_201,1,0,32,32,True,True,C27H26N2O3,C27H26N2O3,True,True,0,0,32,32,0.0,True,True,True
7MWU_ZPM,0,7MWU_ZPM_A_2002,1,0,7,7,True,True,C5H8O2,C5H8O2,True,True,0,0,7,7,0.0,True,True,True
7MY1_IPE,0,7MY1_IPE_AAA_401,1,0,14,14,True,True,C5H12O7P2,C5H12O7P2,True,True,0,0,14,14,0.0,True,True,True
7MYU_ZR7,0,7MYU_ZR7_A_401,2,0,35,35,True,True,C22H20F2N8O2S,C22H20F2N8O2S,True,True,0,0,35,35,0.0,True,True,True
7MYU_ZR7,1,7MYU_ZR7_B_401,2,0,35,35,True,True,C22H20F2N8O2S,C22H20F2N8O2S,True,True,0,0,35,35,49.349636509754525,False,True,True
7MZS_GLA,0,7MZS_GLA_A_301,1,0,12,12,True,True,C6H12O6,C6H12O6,True,True,0,0,12,12,0.0,True,True,True
7N03_ZRP,0,7N03_ZRP_A_201,1,0,28,28,True,True,C23H28N4O,C23H28N4O,True,True,0,0,28,28,0.0,True,True,True
7N4N_0BK,0,7N4N_0BK_A_401,1,0,32,32,True,True,C20H23F2N5O4S,C20H23F2N5O4S,True,True,0,0,32,32,0.0,True,True,True
7N4W_P4V,0,7N4W_P4V_A_203,1,0,26,26,True,True,C21H25NO4,C21H25NO4,True,True,0,0,26,26,0.0,True,True,True
7N6F_0I1,0,7N6F_0I1_A_502,1,0,26,26,True,True,C19H20F2N4O,C19H20F2N4O,True,True,0,0,26,26,0.0,True,True,True
7N7B_T3F,0,7N7B_T3F_A_302,2,0,35,35,True,True,C16H27N3O14P2,C16H27N3O14P2,True,True,0,0,35,35,0.0,True,True,True
7N7B_T3F,1,7N7B_T3F_B_302,2,0,35,35,True,True,C16H27N3O14P2,C16H27N3O14P2,True,True,0,0,35,35,37.71361156014347,False,True,True
7N7H_CTP,0,7N7H_CTP_A_303,1,0,29,29,True,True,C9H16N3O14P3,C9H16N3O14P3,True,True,0,0,29,29,0.0,True,True,True
7NA4_1I9,0,7NA4_1I9_A_201,1,0,38,38,True,True,C28H33ClN6O3,C28H33ClN6O3,True,True,0,0,38,38,0.0,True,True,True
7NB4_U6Q,0,7NB4_U6Q_A_401,1,0,31,31,True,True,C24H22ClN3O2S,C24H22ClN3O2S,True,True,0,0,31,31,0.0,True,True,True
7NF0_BYN,0,7NF0_BYN_B_702,2,0,37,37,True,True,C22H31N4O10P,C22H31N4O10P,True,True,0,0,37,37,0.0,True,True,True
7NF0_BYN,1,7NF0_BYN_A_702,2,0,37,37,True,True,C22H31N4O10P,C22H31N4O10P,True,True,0,0,37,37,48.922232777005476,False,True,True
7NF3_4LU,0,7NF3_4LU_A_603,1,0,36,36,True,True,C22H30N4O9P+,C22H30N4O9P+,True,True,1,1,36,36,0.0,True,True,True
7NFB_GEN,0,7NFB_GEN_B_601,2,0,20,20,True,True,C15H10O5,C15H10O5,True,True,0,0,20,20,0.0,True,True,True
7NFB_GEN,1,7NFB_GEN_A_601,2,0,20,20,True,True,C15H10O5,C15H10O5,True,True,0,0,20,20,29.152426378819648,False,True,True
7NGW_UAW,0,7NGW_UAW_A_301,1,0,17,17,True,True,C13H18N2O2,C13H18N2O2,True,True,0,0,17,17,0.0,True,True,True
7NLK_UHK,0,7NLK_UHK_B_403,2,0,16,16,True,True,C13H19NOS,C13H19NOS,True,True,0,0,16,16,0.0,True,True,True
7NLK_UHK,1,7NLK_UHK_A_403,2,0,16,16,True,True,C13H19NOS,C13H19NOS,True,True,0,0,16,16,38.7365583381735,False,True,True
7NLV_UJE,0,7NLV_UJE_CCC_201,4,0,21,21,True,True,C14H24N4O2S,C14H24N4O2S,True,True,0,0,21,21,0.0,True,True,True
7NLV_UJE,1,7NLV_UJE_DDD_201,4,0,21,21,True,True,C14H24N4O2S,C14H24N4O2S,True,True,0,0,21,21,25.62547168293277,False,True,True
7NLV_UJE,2,7NLV_UJE_AAA_201,4,0,21,21,True,True,C14H24N4O2S,C14H24N4O2S,True,True,0,0,21,21,19.391676196496025,False,True,True
7NLV_UJE,3,7NLV_UJE_BBB_201,4,0,21,21,True,True,C14H24N4O2S,C14H24N4O2S,True,True,0,0,21,21,28.847994822577295,False,True,True
7NML_I7B,0,7NML_I7B_B_201,1,0,16,16,True,True,C6H8ClN3O4S2,C6H8ClN3O4S2,True,True,0,0,16,16,0.0,True,True,True
7NP6_UK8,0,7NP6_UK8_A_601,1,0,32,32,True,True,C21H13ClF3N3O4,C21H13ClF3N3O4,True,True,0,0,32,32,0.0,True,True,True
7NPL_UKZ,0,7NPL_UKZ_A_401,1,0,27,27,True,True,C21H23ClN2O3,C21H23ClN2O3,True,True,0,0,27,27,0.0,True,True,True
7NR6_UO8,0,7NR6_UO8_A_303,2,0,17,17,True,True,C11H15N5S,C11H15N5S,True,True,0,0,17,17,0.0,True,True,True
7NR6_UO8,1,7NR6_UO8_B_303,2,0,17,17,True,True,C11H15N5S,C11H15N5S,True,True,0,0,17,17,24.725272731150195,False,True,True
7NR8_UOE,0,7NR8_UOE_A_408,1,0,45,45,True,True,C32H39ClN8O4,C32H39ClN8O4,True,True,0,0,45,45,0.0,True,True,True
7NSW_HC4,0,7NSW_HC4_BBB_401,2,0,12,12,True,True,C9H8O3,C9H8O3,True,True,0,0,12,12,0.0,True,True,True
7NSW_HC4,1,7NSW_HC4_AAA_402,2,0,12,12,True,True,C9H8O3,C9H8O3,True,True,0,0,12,12,38.51272197319637,False,True,True
7NTG_F6R,0,7NTG_F6R_A_501,1,0,16,16,True,True,C6H13O9P,C6H13O9P,True,True,0,0,16,16,0.0,True,True,True
7NU0_DCL,0,7NU0_DCL_A_1004,1,0,8,8,True,True,C6H15NO,C6H15NO,True,True,0,0,8,8,0.0,True,True,True
7NUT_GLP,0,7NUT_GLP_A_501,2,0,16,16,True,True,C6H14NO8P,C6H14NO8P,True,True,0,0,16,16,0.0,True,True,True
7NUT_GLP,1,7NUT_GLP_B_501,2,0,16,16,True,True,C6H14NO8P,C6H14NO8P,True,True,0,0,16,16,30.74670356956224,False,True,True
7NXO_UU8,0,7NXO_UU8_A_401,2,0,34,34,True,True,C24H16FN3O5S,C24H16FN3O5S,True,True,0,0,34,34,0.0,True,True,True
7NXO_UU8,1,7NXO_UU8_B_401,2,0,34,34,True,True,C24H16FN3O5S,C24H16FN3O5S,True,True,0,0,34,34,35.552894172276424,False,True,True
7O0N_CDP,0,7O0N_CDP_B_304,2,0,25,25,True,True,C9H15N3O11P2,C9H15N3O11P2,True,True,0,0,25,25,0.0,True,True,True
7O0N_CDP,1,7O0N_CDP_A_301,2,0,25,25,True,True,C9H15N3O11P2,C9H15N3O11P2,True,False,0,0,25,25,10.461540730580762,False,True,True
7O1T_5X8,0,7O1T_5X8_A_407,1,0,25,25,True,True,C13H18N6O5S,C13H18N6O5S,True,True,0,0,25,25,0.0,True,True,True
7OCB_V88,0,7OCB_V88_B_301,1,0,41,41,True,True,C32H47N7O2,C32H47N7O2,True,True,0,0,41,41,0.0,True,True,True
7ODX_DGP,0,7ODX_DGP_A_401,1,0,23,23,True,True,C10H14N5O7P,C10H14N5O7P,True,True,0,0,23,23,0.0,True,True,True
7ODY_DGI,0,7ODY_DGI_A_201,4,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,0.0,True,True,True
7ODY_DGI,1,7ODY_DGI_B_201,4,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,25.927044035651498,False,True,True
7ODY_DGI,2,7ODY_DGI_D_201,4,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,31.682822258299986,False,True,True
7ODY_DGI,3,7ODY_DGI_C_201,4,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,18.407683262036148,False,True,True
7OEO_V9Z,0,7OEO_V9Z_AAA_501,1,0,32,32,True,True,C27H30N2O3,C27H30N2O3,True,True,0,0,32,32,0.0,True,True,True
7OFF_VCB,0,7OFF_VCB_A_712,1,0,27,27,True,True,C22H15NO4,C22H15NO4,True,True,0,0,27,27,0.0,True,True,True
7OFK_VCH,0,7OFK_VCH_A_601,1,0,35,35,True,True,C21H18F6N2O5S,C21H18F6N2O5S,True,True,0,0,35,35,0.0,True,True,True
7OKC_VFE,0,7OKC_VFE_A_1001,1,0,29,29,True,True,C20H20ClN5O2S,C20H20ClN5O2S,True,True,0,0,29,29,0.0,True,True,True
7OKF_VH5,0,7OKF_VH5_A_201,1,0,28,28,True,True,C20H19ClN6O,C20H19ClN6O,True,True,0,0,28,28,0.0,True,True,True
7OLI_8HG,0,7OLI_8HG_B_301,2,0,20,20,True,True,C10H13N5O5,C10H13N5O5,True,True,0,0,20,20,0.0,True,True,True
7OLI_8HG,1,7OLI_8HG_A_301,2,0,20,20,True,True,C10H13N5O5,C10H13N5O5,True,True,0,0,20,20,41.09034250432211,False,True,True
7OLT_58J,0,7OLT_58J_A_402,1,0,23,23,True,True,C18H16N2O3,C18H16N2O3,True,True,0,0,23,23,0.0,True,True,True
7OMJ_GCP,0,7OMJ_GCP_A_401,1,0,32,32,True,True,C11H18N5O13P3,C11H18N5O13P3,True,True,0,0,32,32,0.0,True,True,True
7OMX_CNA,0,7OMX_CNA_AAA_301,1,0,44,44,True,True,C22H30N7O13P2+,C22H30N7O13P2+,True,True,1,1,44,44,0.0,True,True,True
7OP9_06K,0,7OP9_06K_I_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,0.0,True,True,True
7OP9_06K,1,7OP9_06K_F_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,105.33529638361084,False,True,True
7OP9_06K,2,7OP9_06K_K_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,39.325531514536785,False,True,True
7OP9_06K,3,7OP9_06K_D_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,82.50402284832556,False,True,True
7OP9_06K,4,7OP9_06K_C_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,107.83525346047227,False,True,True
7OP9_06K,5,7OP9_06K_G_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,40.2882188667425,False,True,True
7OP9_06K,6,7OP9_06K_J_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,50.991947490844986,False,True,True
7OP9_06K,7,7OP9_06K_A_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,70.29050557431326,False,True,True
7OP9_06K,8,7OP9_06K_E_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,118.04286525521631,False,True,True
7OP9_06K,9,7OP9_06K_L_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,26.797958918667877,False,True,True
7OP9_06K,10,7OP9_06K_H_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,40.17799103184942,False,True,True
7OP9_06K,11,7OP9_06K_B_301,12,0,11,11,True,True,C5H2Cl2N4,C5H2Cl2N4,True,True,0,0,11,11,101.72578774824011,False,True,True
7OPG_06N,0,7OPG_06N_A_501,3,0,19,19,True,True,C13H14N4OS,C13H14N4OS,True,True,0,0,19,19,0.0,True,True,True
7OPG_06N,1,7OPG_06N_C_501,3,0,19,19,True,True,C13H14N4OS,C13H14N4OS,True,True,0,0,19,19,62.06083894622392,False,True,True
7OPG_06N,2,7OPG_06N_B_501,3,0,19,19,True,True,C13H14N4OS,C13H14N4OS,True,True,0,0,19,19,41.60570357654973,False,True,True
7ORW_7WA,0,7ORW_7WA_A_203,1,0,10,10,True,True,C7H7N3,C7H7N3,True,True,0,0,10,10,0.0,True,True,True
7OSO_0V1,0,7OSO_0V1_A_504,1,0,7,7,True,True,C4H10O3,C4H10O3,True,True,0,0,7,7,0.0,True,True,True
7OU8_1XI,0,7OU8_1XI_BBB_801,2,0,23,23,True,True,C16H21N3O3S,C16H21N3O3S,True,True,0,0,23,23,0.0,True,True,True
7OU8_1XI,1,7OU8_1XI_AAA_801,2,0,23,23,True,True,C16H21N3O3S,C16H21N3O3S,True,True,0,0,23,23,66.69623583414759,False,True,True
7OZ9_NGK,0,7OZ9_NGK_BBB_602,2,0,19,19,True,True,C8H15NO9S,C8H15NO9S,True,True,0,0,19,19,0.0,True,True,True
7OZ9_NGK,1,7OZ9_NGK_AAA_602,2,0,19,19,True,True,C8H15NO9S,C8H15NO9S,True,True,0,0,19,19,75.27434769036878,False,True,True
7OZC_G6S,0,7OZC_G6S_AAA_601,1,0,16,16,True,True,C6H12O9S,C6H12O9S,True,True,0,0,16,16,0.0,True,True,True
7P1F_KFN,0,7P1F_KFN_B_501,2,0,17,17,True,True,C9H14O8,C9H14O8,True,True,0,0,17,17,0.0,True,True,True
7P1F_KFN,1,7P1F_KFN_A_501,2,0,17,17,True,True,C9H14O8,C9H14O8,True,True,0,0,17,17,44.505821890032166,False,True,True
7P1M_4IU,0,7P1M_4IU_B_201,2,0,24,24,True,True,C16H18N2O6,C16H18N2O6,True,True,0,0,24,24,0.0,True,True,True
7P1M_4IU,1,7P1M_4IU_A_201,2,0,24,24,True,True,C16H18N2O6,C16H18N2O6,True,True,0,0,24,24,46.69695917666613,False,True,True
7P2I_MFU,0,7P2I_MFU_C_102,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,0.0,True,True,True
7P2I_MFU,1,7P2I_MFU_A_102,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,30.28481389404964,False,True,True
7P2I_MFU,2,7P2I_MFU_B_102,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,34.79020125346998,False,True,True
7P2I_MFU,3,7P2I_MFU_C_101,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,17.59404173667733,False,True,True
7P2I_MFU,4,7P2I_MFU_A_101,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,17.47498031571773,False,True,True
7P2I_MFU,5,7P2I_MFU_B_101,6,0,12,12,True,True,C7H14O5,C7H14O5,True,True,0,0,12,12,30.307091448986355,False,True,True
7P2W_4QR,0,7P2W_4QR_A_301,1,0,34,34,True,True,C22H15Cl2N3O6S,C22H15Cl2N3O6S,True,True,0,0,34,34,0.0,True,True,True
7P4C_5OV,0,7P4C_5OV_AAA_905,1,0,16,16,True,True,C7H13NO7S,C7H13NO7S,True,True,0,0,16,16,0.0,True,True,True
7P4J_5JK,0,7P4J_5JK_A_904,1,0,29,29,True,True,C27H46O2,C27H46O2,True,True,0,0,29,29,0.0,True,True,True
7P4V_DAT,0,7P4V_DAT_A_201,1,0,26,26,True,True,C10H15N5O9P2,C10H15N5O9P2,True,True,0,0,26,26,0.0,True,True,True
7P5T_5YG,0,7P5T_5YG_A_402,1,0,23,23,True,True,C20H20N2O,C20H20N2O,True,True,0,0,23,23,0.0,True,True,True
7P85_5ZG,0,7P85_5ZG_A_401,1,0,14,14,True,True,C10H15O3P,C10H15O3P,True,True,0,0,14,14,0.0,True,True,True
7PA4_C,0,7PA4_C_A_606,1,0,21,21,True,True,C9H14N3O8P,C9H14N3O8P,True,True,0,0,21,21,0.0,True,True,True
7PGX_FMN,0,7PGX_FMN_AAA_618,1,0,31,31,True,True,C17H21N4O9P,C17H21N4O9P,True,True,0,0,31,31,0.0,True,True,True
7PIH_7QW,0,7PIH_7QW_A_401,1,0,24,24,True,True,C20H21N3O,C20H21N3O,True,True,0,0,24,24,0.0,True,True,True
7PJQ_OWH,0,7PJQ_OWH_A_601,2,0,10,10,True,True,C7H8N2S,C7H8N2S,True,True,0,0,10,10,0.0,True,True,True
7PJQ_OWH,1,7PJQ_OWH_B_603,2,0,10,10,True,True,C7H8N2S,C7H8N2S,True,True,0,0,10,10,40.364934877688086,False,True,True
7PK0_BYC,0,7PK0_BYC_A_402,1,0,56,56,True,True,C28H40N7O17P3S,C28H40N7O17P3S,True,True,0,0,56,56,0.0,True,True,True
