family_id,family,correction,family_size,contrast,metric,tool,unit,n_exp,n_bench,n_exp_ligands,n_bench_ligands,median_exp,median_bench,mean_exp,mean_bench,cliffs_delta,delta_lo,delta_hi,p_raw,p_adj,stars,source
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Donor–π,donor_pi,diffdock,frame_x_ligand,12,1204,3,306,0.6666666666666666,1.0,0.7777777777777777,1.1969822812846067,0.33084163898117386,0.028687361572535992,0.5884932170542634,0.04670032865593983,0.07588803406590222,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Amide–π,amide_pi,diffdock,frame_x_ligand,12,1204,3,306,0.8333333333333333,0.6666666666666666,0.8888888888888888,0.5642303433001107,-0.39790974529346623,-0.6685458194905869,-0.10477401716500562,0.015102121567429724,0.033671420406546235,*,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Hydrophobic,hydrophobic,diffdock,frame_x_ligand,12,1204,3,306,3.6666666666666665,2.0,3.416666666666666,2.3636489479512734,-0.5758582502768549,-0.7241157945736434,-0.4015555786267997,0.0005564356966338091,0.002411221352079839,**,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Charged classes,ionic,diffdock,frame_x_ligand,12,1204,3,306,0.0,0.0,0.0,0.21830011074197123,0.26578073089701,0.24086378737541528,0.292358803986711,0.04043988979630495,0.07510265247885206,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Halogen bonds,halogen_bonds,diffdock,frame_x_ligand,12,1204,3,306,0.5,0.0,1.1666666666666667,0.16085271317829455,-0.4806201550387597,-0.7583765919158361,-0.19614998615725363,1.27557610920763e-06,1.658248941969919e-05,***,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Cation–π,cation_pi,diffdock,frame_x_ligand,12,1204,3,306,1.5,1.3333333333333333,1.527777777777778,1.3247508305647842,-0.16805094130675527,-0.45949093300110744,0.13359461517164997,0.3102150408361546,0.44808839231888997,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Covalent,covalent,diffdock,frame_x_ligand,12,1204,3,306,0.0,0.0,0.0,0.014258028792912512,0.04152823920265781,0.030730897009966777,0.05398671096345515,0.4719029903178261,0.5577035340119764,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Alkyl–π,alkyl_pi,diffdock,frame_x_ligand,12,1204,3,306,5.0,3.3333333333333335,5.055555555555555,3.3066168327796235,-0.5944767441860465,-0.7622698643410852,-0.40863441306755266,0.0003801000793109486,0.002411221352079839,**,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,π–cation,pi_cation,diffdock,frame_x_ligand,12,1204,3,306,1.3333333333333333,1.0,1.3055555555555556,1.1259689922480618,-0.1354512735326689,-0.44614652547065337,0.200515642303433,0.4129545794483852,0.5368409532829008,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Repulsion,repulsion,diffdock,frame_x_ligand,12,1204,3,306,0.0,0.0,0.0,0.3658637873754153,0.34136212624584716,0.31478405315614616,0.3696013289036545,0.015540655572252109,0.033671420406546235,*,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Hydrogen bonds,hydrogen_bonds,diffdock,ligand,3,306,3,306,1.3333333333333333,2.166666666666667,1.4444444444444444,2.4281045751633985,0.5577342047930284,0.22973856209150328,0.8191993464052286,0.09681376901606877,0.2097631662014823,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Carbon–π,carbon_pi,diffdock,ligand,3,306,3,306,1.3333333333333335,1.3333333333333333,1.388888888888889,1.3869825708061,-0.06318082788671024,-0.23202614379084968,0.10130718954248366,0.852703621952853,0.9069552253653768,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,π–π stacking,pi_pi_stacking,diffdock,ligand,3,306,3,306,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.278322440087146,0.11982570806100218,-0.11767429193899782,0.38243464052287535,0.7222503398077904,0.8535685834092069,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Donor–π,donor_pi,diffdock,ligand,3,306,3,306,0.8333333333333333,1.1666666666666665,0.611111111111111,1.1985294117647058,0.5675381263616558,0.32998366013071895,0.8986928104575164,0.0905375725461963,0.2097631662014823,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Amide–π,amide_pi,diffdock,ligand,3,306,3,306,1.1666666666666665,0.5,1.0555555555555556,0.5424836601307189,-0.7254901960784313,-0.9858660130718954,-0.2973039215686279,0.029250687551911094,0.10580389286412581,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Hydrophobic,hydrophobic,diffdock,ligand,3,306,3,306,3.333333333333333,2.166666666666667,3.388888888888889,2.3287037037037033,-0.7233115468409586,-0.845343137254902,-0.5980392156862745,0.03111096815897319,0.10580389286412581,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Charged classes,ionic,diffdock,ligand,3,306,3,306,0.0,0.0,0.0,0.19989106753812635,0.32679738562091504,0.27450980392156865,0.3790849673202614,0.24248240846274027,0.39403391375195296,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Halogen bonds,halogen_bonds,diffdock,ligand,3,306,3,306,0.5,0.0,1.1666666666666667,0.15904139433551198,-0.5337690631808278,-0.9869281045751634,0.12745098039215685,0.008976681856279931,0.10580389286412581,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Cation–π,cation_pi,diffdock,ligand,3,306,3,306,1.6666666666666667,1.3333333333333333,1.5,1.2968409586056646,-0.25054466230936817,-0.8649509803921568,0.7679738562091504,0.4546030518658475,0.656648852695113,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Covalent,covalent,diffdock,ligand,3,306,3,306,0.0,0.0,0.0,0.0010893246187363833,0.006535947712418301,0.0,0.016339869281045753,0.9069552253653768,0.9069552253653768,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Alkyl–π,alkyl_pi,diffdock,ligand,3,306,3,306,4.833333333333334,3.25,5.0,3.344226579520697,-0.7178649237472767,-0.9379901960784314,-0.4847222222222224,0.03255504395819256,0.10580389286412581,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,π–cation,pi_cation,diffdock,ligand,3,306,3,306,1.3333333333333333,1.0,1.1666666666666667,1.0939542483660132,-0.13507625272331156,-0.8203431372549019,0.8725490196078431,0.6871410625905079,0.8535685834092069,ns,pandamap_pose_summary.csv (via load_dataset)
D2:diffdock,PandaMap interaction-type profile (DiffDock),BH-FDR,13,Repulsion,repulsion,diffdock,ligand,3,306,3,306,0.0,0.0,0.0,0.3553921568627451,0.38562091503267976,0.3300653594771242,0.43790849673202614,0.18950067446751762,0.3519298240111042,ns,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Hydrogen bonds,hydrogen_bonds,equibind,frame_x_ligand,1,118,1,79,0.5,2.0,0.5,2.1709039548022595,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Carbon–π,carbon_pi,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.3107344632768362,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,π–π stacking,pi_pi_stacking,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.288135593220339,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Donor–π,donor_pi,equibind,frame_x_ligand,1,118,1,79,2.0,0.0,2.0,0.9053672316384181,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Amide–π,amide_pi,equibind,frame_x_ligand,1,118,1,79,0.5,0.0,0.5,0.2641242937853107,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Hydrophobic,hydrophobic,equibind,frame_x_ligand,1,118,1,79,1.0,1.0,1.0,1.2401129943502827,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Charged classes,ionic,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.4279661016949153,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Halogen bonds,halogen_bonds,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.11016949152542373,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Cation–π,cation_pi,equibind,frame_x_ligand,1,118,1,79,0.5,1.0,0.5,1.1920903954802262,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Covalent,covalent,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.038135593220338986,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Alkyl–π,alkyl_pi,equibind,frame_x_ligand,1,118,1,79,1.5,1.0,1.5,1.9505649717514124,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,π–cation,pi_cation,equibind,frame_x_ligand,1,118,1,79,0.5,1.0,0.5,1.1285310734463279,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Repulsion,repulsion,equibind,frame_x_ligand,1,118,1,79,0.0,0.0,0.0,0.4011299435028249,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Hydrogen bonds,hydrogen_bonds,equibind,ligand,1,79,1,79,0.5,2.0,0.5,2.199367088607595,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Carbon–π,carbon_pi,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.31962025316455694,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,π–π stacking,pi_pi_stacking,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.3069620253164557,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Donor–π,donor_pi,equibind,ligand,1,79,1,79,2.0,0.0,2.0,0.7521097046413503,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Amide–π,amide_pi,equibind,ligand,1,79,1,79,0.5,0.0,0.5,0.22784810126582278,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Hydrophobic,hydrophobic,equibind,ligand,1,79,1,79,1.0,1.0,1.0,1.3037974683544302,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Charged classes,ionic,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.5358649789029536,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Halogen bonds,halogen_bonds,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.10443037974683544,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Cation–π,cation_pi,equibind,ligand,1,79,1,79,0.5,1.25,0.5,1.4409282700421941,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Covalent,covalent,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.04852320675105485,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Alkyl–π,alkyl_pi,equibind,ligand,1,79,1,79,1.5,1.0,1.5,1.990506329113924,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,π–cation,pi_cation,equibind,ligand,1,79,1,79,0.5,1.0,0.5,1.3755274261603376,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
D2:equibind,PandaMap interaction-type profile (EquiBind),BH-FDR,13,Repulsion,repulsion,equibind,ligand,1,79,1,79,0.0,0.0,0.0,0.33755274261603374,,,,,,n/a,pandamap_pose_summary.csv (via load_dataset)
